"Ano","Numero de Contribuições","Tipo de Contribuinte/Fonte","Quantidade de Contribuintes","Tipo de Contribuinte Resumo"
"2007","1","Empregado e Outro Contr-Gfip","193","Ambos"
"2007","2","Empregado e Outro Contr-Gfip","1906","Ambos"
"2007","3","Empregado e Outro Contr-Gfip","2797","Ambos"
"2007","4","Empregado e Outro Contr-Gfip","3169","Ambos"
"2007","5","Empregado e Outro Contr-Gfip","3266","Ambos"
"2007","6","Empregado e Outro Contr-Gfip","3572","Ambos"
"2007","7","Empregado e Outro Contr-Gfip","3482","Ambos"
"2007","8","Empregado e Outro Contr-Gfip","3874","Ambos"
"2007","9","Empregado e Outro Contr-Gfip","4262","Ambos"
"2007","10","Empregado e Outro Contr-Gfip","5145","Ambos"
"2007","11","Empregado e Outro Contr-Gfip","7458","Ambos"
"2007","12","Empregado e Outro Contr-Gfip","58881","Ambos"
"2007","1","Outro Contr-Gps-Gfip","168","Outros Contribuintes"
"2007","2","Outro Contr-Gps-Gfip","378","Outros Contribuintes"
"2007","3","Outro Contr-Gps-Gfip","394","Outros Contribuintes"
"2007","4","Outro Contr-Gps-Gfip","382","Outros Contribuintes"
"2007","5","Outro Contr-Gps-Gfip","258","Outros Contribuintes"
"2007","6","Outro Contr-Gps-Gfip","222","Outros Contribuintes"
"2007","7","Outro Contr-Gps-Gfip","271","Outros Contribuintes"
"2007","8","Outro Contr-Gps-Gfip","315","Outros Contribuintes"
"2007","9","Outro Contr-Gps-Gfip","326","Outros Contribuintes"
"2007","10","Outro Contr-Gps-Gfip","437","Outros Contribuintes"
"2007","11","Outro Contr-Gps-Gfip","741","Outros Contribuintes"
"2007","12","Outro Contr-Gps-Gfip","7471","Outros Contribuintes"
"2007","2","Empregado e Outro Contr-Gps-Gfip","6","Ambos"
"2007","3","Empregado e Outro Contr-Gps-Gfip","18","Ambos"
"2007","4","Empregado e Outro Contr-Gps-Gfip","25","Ambos"
"2007","5","Empregado e Outro Contr-Gps-Gfip","38","Ambos"
"2007","6","Empregado e Outro Contr-Gps-Gfip","47","Ambos"
"2007","7","Empregado e Outro Contr-Gps-Gfip","47","Ambos"
"2007","8","Empregado e Outro Contr-Gps-Gfip","66","Ambos"
"2007","9","Empregado e Outro Contr-Gps-Gfip","81","Ambos"
"2007","10","Empregado e Outro Contr-Gps-Gfip","97","Ambos"
"2007","11","Empregado e Outro Contr-Gps-Gfip","149","Ambos"
"2007","12","Empregado e Outro Contr-Gps-Gfip","1782","Ambos"
"2007","1","Empregado","235555","Trabalhadores Empregados"
"2007","2","Empregado","259906","Trabalhadores Empregados"
"2007","3","Empregado","239306","Trabalhadores Empregados"
"2007","4","Empregado","200738","Trabalhadores Empregados"
"2007","5","Empregado","190436","Trabalhadores Empregados"
"2007","6","Empregado","176207","Trabalhadores Empregados"
"2007","7","Empregado","175865","Trabalhadores Empregados"
"2007","8","Empregado","170319","Trabalhadores Empregados"
"2007","9","Empregado","161984","Trabalhadores Empregados"
"2007","10","Empregado","168167","Trabalhadores Empregados"
"2007","11","Empregado","214543","Trabalhadores Empregados"
"2007","12","Empregado","1386016","Trabalhadores Empregados"
"2007","1","Outro Contr-Gps","6500","Outros Contribuintes"
"2007","2","Outro Contr-Gps","4422","Outros Contribuintes"
"2007","3","Outro Contr-Gps","4272","Outros Contribuintes"
"2007","4","Outro Contr-Gps","3850","Outros Contribuintes"
"2007","5","Outro Contr-Gps","3411","Outros Contribuintes"
"2007","6","Outro Contr-Gps","3091","Outros Contribuintes"
"2007","7","Outro Contr-Gps","2742","Outros Contribuintes"
"2007","8","Outro Contr-Gps","2762","Outros Contribuintes"
"2007","9","Outro Contr-Gps","2531","Outros Contribuintes"
"2007","10","Outro Contr-Gps","2362","Outros Contribuintes"
"2007","11","Outro Contr-Gps","3289","Outros Contribuintes"
"2007","12","Outro Contr-Gps","12594","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gps","25","Ambos"
"2007","2","Empregado e Outro Contr-Gps","357","Ambos"
"2007","3","Empregado e Outro Contr-Gps","594","Ambos"
"2007","4","Empregado e Outro Contr-Gps","865","Ambos"
"2007","5","Empregado e Outro Contr-Gps","1058","Ambos"
"2007","6","Empregado e Outro Contr-Gps","1109","Ambos"
"2007","7","Empregado e Outro Contr-Gps","1118","Ambos"
"2007","8","Empregado e Outro Contr-Gps","1024","Ambos"
"2007","9","Empregado e Outro Contr-Gps","1005","Ambos"
"2007","10","Empregado e Outro Contr-Gps","900","Ambos"
"2007","11","Empregado e Outro Contr-Gps","1048","Ambos"
"2007","12","Empregado e Outro Contr-Gps","2803","Ambos"
"2007","1","Outro Contr-Gfip","31302","Outros Contribuintes"
"2007","2","Outro Contr-Gfip","10972","Outros Contribuintes"
"2007","3","Outro Contr-Gfip","6888","Outros Contribuintes"
"2007","4","Outro Contr-Gfip","4980","Outros Contribuintes"
"2007","5","Outro Contr-Gfip","4027","Outros Contribuintes"
"2007","6","Outro Contr-Gfip","3484","Outros Contribuintes"
"2007","7","Outro Contr-Gfip","2955","Outros Contribuintes"
"2007","8","Outro Contr-Gfip","2895","Outros Contribuintes"
"2007","9","Outro Contr-Gfip","3034","Outros Contribuintes"
"2007","10","Outro Contr-Gfip","3163","Outros Contribuintes"
"2007","11","Outro Contr-Gfip","4166","Outros Contribuintes"
"2007","12","Outro Contr-Gfip","15388","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gfip","177","Ambos"
"2007","2","Empregado e Outro Contr-Gfip","2257","Ambos"
"2007","3","Empregado e Outro Contr-Gfip","3243","Ambos"
"2007","4","Empregado e Outro Contr-Gfip","3686","Ambos"
"2007","5","Empregado e Outro Contr-Gfip","3922","Ambos"
"2007","6","Empregado e Outro Contr-Gfip","4122","Ambos"
"2007","7","Empregado e Outro Contr-Gfip","4379","Ambos"
"2007","8","Empregado e Outro Contr-Gfip","4689","Ambos"
"2007","9","Empregado e Outro Contr-Gfip","5053","Ambos"
"2007","10","Empregado e Outro Contr-Gfip","5629","Ambos"
"2007","11","Empregado e Outro Contr-Gfip","7459","Ambos"
"2007","12","Empregado e Outro Contr-Gfip","32970","Ambos"
"2007","1","Outro Contr-Gps-Gfip","64","Outros Contribuintes"
"2007","2","Outro Contr-Gps-Gfip","113","Outros Contribuintes"
"2007","3","Outro Contr-Gps-Gfip","115","Outros Contribuintes"
"2007","4","Outro Contr-Gps-Gfip","95","Outros Contribuintes"
"2007","5","Outro Contr-Gps-Gfip","101","Outros Contribuintes"
"2007","6","Outro Contr-Gps-Gfip","106","Outros Contribuintes"
"2007","7","Outro Contr-Gps-Gfip","106","Outros Contribuintes"
"2007","8","Outro Contr-Gps-Gfip","91","Outros Contribuintes"
"2007","9","Outro Contr-Gps-Gfip","101","Outros Contribuintes"
"2007","10","Outro Contr-Gps-Gfip","104","Outros Contribuintes"
"2007","11","Outro Contr-Gps-Gfip","163","Outros Contribuintes"
"2007","12","Outro Contr-Gps-Gfip","575","Outros Contribuintes"
"2007","2","Empregado e Outro Contr-Gps-Gfip","5","Ambos"
"2007","3","Empregado e Outro Contr-Gps-Gfip","17","Ambos"
"2007","4","Empregado e Outro Contr-Gps-Gfip","37","Ambos"
"2007","5","Empregado e Outro Contr-Gps-Gfip","29","Ambos"
"2007","6","Empregado e Outro Contr-Gps-Gfip","40","Ambos"
"2007","7","Empregado e Outro Contr-Gps-Gfip","53","Ambos"
"2007","8","Empregado e Outro Contr-Gps-Gfip","50","Ambos"
"2007","9","Empregado e Outro Contr-Gps-Gfip","72","Ambos"
"2007","10","Empregado e Outro Contr-Gps-Gfip","82","Ambos"
"2007","11","Empregado e Outro Contr-Gps-Gfip","90","Ambos"
"2007","12","Empregado e Outro Contr-Gps-Gfip","366","Ambos"
"2007","1","Empregado","287769","Trabalhadores Empregados"
"2007","2","Empregado","300785","Trabalhadores Empregados"
"2007","3","Empregado","277110","Trabalhadores Empregados"
"2007","4","Empregado","237178","Trabalhadores Empregados"
"2007","5","Empregado","230327","Trabalhadores Empregados"
"2007","6","Empregado","224163","Trabalhadores Empregados"
"2007","7","Empregado","210408","Trabalhadores Empregados"
"2007","8","Empregado","204871","Trabalhadores Empregados"
"2007","9","Empregado","197812","Trabalhadores Empregados"
"2007","10","Empregado","212177","Trabalhadores Empregados"
"2007","11","Empregado","253870","Trabalhadores Empregados"
"2007","12","Empregado","1287739","Trabalhadores Empregados"
"2008","1","Outro Contr-Gps","9113","Outros Contribuintes"
"2008","2","Outro Contr-Gps","6028","Outros Contribuintes"
"2008","3","Outro Contr-Gps","5738","Outros Contribuintes"
"2008","4","Outro Contr-Gps","5375","Outros Contribuintes"
"2008","5","Outro Contr-Gps","4753","Outros Contribuintes"
"2008","6","Outro Contr-Gps","4237","Outros Contribuintes"
"2008","7","Outro Contr-Gps","3820","Outros Contribuintes"
"2008","8","Outro Contr-Gps","3729","Outros Contribuintes"
"2008","9","Outro Contr-Gps","3586","Outros Contribuintes"
"2008","10","Outro Contr-Gps","4007","Outros Contribuintes"
"2008","11","Outro Contr-Gps","5662","Outros Contribuintes"
"2008","12","Outro Contr-Gps","21884","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gps","24","Ambos"
"2008","2","Empregado e Outro Contr-Gps","476","Ambos"
"2008","3","Empregado e Outro Contr-Gps","850","Ambos"
"2008","4","Empregado e Outro Contr-Gps","1191","Ambos"
"2008","5","Empregado e Outro Contr-Gps","1430","Ambos"
"2008","6","Empregado e Outro Contr-Gps","1506","Ambos"
"2008","7","Empregado e Outro Contr-Gps","1751","Ambos"
"2008","8","Empregado e Outro Contr-Gps","1615","Ambos"
"2008","9","Empregado e Outro Contr-Gps","1457","Ambos"
"2008","10","Empregado e Outro Contr-Gps","1495","Ambos"
"2008","11","Empregado e Outro Contr-Gps","1821","Ambos"
"2008","12","Empregado e Outro Contr-Gps","4703","Ambos"
"2008","1","Outro Contr-Gfip","49371","Outros Contribuintes"
"2008","2","Outro Contr-Gfip","16786","Outros Contribuintes"
"2008","3","Outro Contr-Gfip","9868","Outros Contribuintes"
"2008","4","Outro Contr-Gfip","6974","Outros Contribuintes"
"2008","5","Outro Contr-Gfip","6239","Outros Contribuintes"
"2008","6","Outro Contr-Gfip","5051","Outros Contribuintes"
"2008","7","Outro Contr-Gfip","4700","Outros Contribuintes"
"2008","8","Outro Contr-Gfip","4452","Outros Contribuintes"
"2008","9","Outro Contr-Gfip","4809","Outros Contribuintes"
"2008","10","Outro Contr-Gfip","5337","Outros Contribuintes"
"2008","11","Outro Contr-Gfip","6956","Outros Contribuintes"
"2008","12","Outro Contr-Gfip","30090","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gfip","243","Ambos"
"2008","2","Empregado e Outro Contr-Gfip","2928","Ambos"
"2008","3","Empregado e Outro Contr-Gfip","4429","Ambos"
"2008","4","Empregado e Outro Contr-Gfip","5260","Ambos"
"2008","5","Empregado e Outro Contr-Gfip","5591","Ambos"
"2008","6","Empregado e Outro Contr-Gfip","6192","Ambos"
"2008","7","Empregado e Outro Contr-Gfip","6583","Ambos"
"2008","8","Empregado e Outro Contr-Gfip","7171","Ambos"
"2008","9","Empregado e Outro Contr-Gfip","7569","Ambos"
"2008","10","Empregado e Outro Contr-Gfip","9110","Ambos"
"2008","11","Empregado e Outro Contr-Gfip","11347","Ambos"
"2008","12","Empregado e Outro Contr-Gfip","54367","Ambos"
"2008","1","Outro Contr-Gps-Gfip","79","Outros Contribuintes"
"2008","2","Outro Contr-Gps-Gfip","230","Outros Contribuintes"
"2008","3","Outro Contr-Gps-Gfip","171","Outros Contribuintes"
"2008","4","Outro Contr-Gps-Gfip","170","Outros Contribuintes"
"2008","5","Outro Contr-Gps-Gfip","156","Outros Contribuintes"
"2008","6","Outro Contr-Gps-Gfip","188","Outros Contribuintes"
"2008","7","Outro Contr-Gps-Gfip","158","Outros Contribuintes"
"2008","8","Outro Contr-Gps-Gfip","168","Outros Contribuintes"
"2008","9","Outro Contr-Gps-Gfip","207","Outros Contribuintes"
"2008","10","Outro Contr-Gps-Gfip","241","Outros Contribuintes"
"2008","11","Outro Contr-Gps-Gfip","340","Outros Contribuintes"
"2008","12","Outro Contr-Gps-Gfip","1878","Outros Contribuintes"
"2008","2","Empregado e Outro Contr-Gps-Gfip","3","Ambos"
"2008","3","Empregado e Outro Contr-Gps-Gfip","20","Ambos"
"2008","4","Empregado e Outro Contr-Gps-Gfip","37","Ambos"
"2008","5","Empregado e Outro Contr-Gps-Gfip","54","Ambos"
"2008","6","Empregado e Outro Contr-Gps-Gfip","61","Ambos"
"2008","7","Empregado e Outro Contr-Gps-Gfip","82","Ambos"
"2008","8","Empregado e Outro Contr-Gps-Gfip","78","Ambos"
"2008","9","Empregado e Outro Contr-Gps-Gfip","84","Ambos"
"2008","10","Empregado e Outro Contr-Gps-Gfip","109","Ambos"
"2008","11","Empregado e Outro Contr-Gps-Gfip","149","Ambos"
"2008","12","Empregado e Outro Contr-Gps-Gfip","715","Ambos"
"2008","1","Empregado","266405","Trabalhadores Empregados"
"2008","2","Empregado","310404","Trabalhadores Empregados"
"2008","3","Empregado","296271","Trabalhadores Empregados"
"2008","4","Empregado","287908","Trabalhadores Empregados"
"2008","5","Empregado","269545","Trabalhadores Empregados"
"2008","6","Empregado","279679","Trabalhadores Empregados"
"2008","7","Empregado","281357","Trabalhadores Empregados"
"2008","8","Empregado","270374","Trabalhadores Empregados"
"2008","9","Empregado","273199","Trabalhadores Empregados"
"2008","10","Empregado","296998","Trabalhadores Empregados"
"2008","11","Empregado","349720","Trabalhadores Empregados"
"2008","12","Empregado","1841579","Trabalhadores Empregados"
"2008","1","Outro Contr-Gps","52670","Outros Contribuintes"
"2008","2","Outro Contr-Gps","36061","Outros Contribuintes"
"2008","3","Outro Contr-Gps","32633","Outros Contribuintes"
"2008","4","Outro Contr-Gps","36951","Outros Contribuintes"
"2008","5","Outro Contr-Gps","29745","Outros Contribuintes"
"2008","6","Outro Contr-Gps","27371","Outros Contribuintes"
"2008","7","Outro Contr-Gps","24553","Outros Contribuintes"
"2008","8","Outro Contr-Gps","23749","Outros Contribuintes"
"2008","9","Outro Contr-Gps","24397","Outros Contribuintes"
"2008","10","Outro Contr-Gps","29424","Outros Contribuintes"
"2008","11","Outro Contr-Gps","50390","Outros Contribuintes"
"2008","12","Outro Contr-Gps","258629","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gps","103","Ambos"
"2008","2","Empregado e Outro Contr-Gps","1023","Ambos"
"2008","3","Empregado e Outro Contr-Gps","1840","Ambos"
"2008","4","Empregado e Outro Contr-Gps","2419","Ambos"
"2008","5","Empregado e Outro Contr-Gps","2986","Ambos"
"2008","6","Empregado e Outro Contr-Gps","3344","Ambos"
"2008","7","Empregado e Outro Contr-Gps","3806","Ambos"
"2008","8","Empregado e Outro Contr-Gps","3956","Ambos"
"2008","9","Empregado e Outro Contr-Gps","4133","Ambos"
"2008","10","Empregado e Outro Contr-Gps","5110","Ambos"
"2008","11","Empregado e Outro Contr-Gps","7693","Ambos"
"2008","12","Empregado e Outro Contr-Gps","27413","Ambos"
"2008","1","Outro Contr-Gfip","108424","Outros Contribuintes"
"2008","2","Outro Contr-Gfip","46050","Outros Contribuintes"
"2008","3","Outro Contr-Gfip","30621","Outros Contribuintes"
"2008","4","Outro Contr-Gfip","23855","Outros Contribuintes"
"2008","5","Outro Contr-Gfip","20579","Outros Contribuintes"
"2008","6","Outro Contr-Gfip","18376","Outros Contribuintes"
"2008","7","Outro Contr-Gfip","17517","Outros Contribuintes"
"2008","8","Outro Contr-Gfip","17700","Outros Contribuintes"
"2008","9","Outro Contr-Gfip","19168","Outros Contribuintes"
"2008","10","Outro Contr-Gfip","22603","Outros Contribuintes"
"2008","11","Outro Contr-Gfip","39098","Outros Contribuintes"
"2008","12","Outro Contr-Gfip","259143","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gfip","205","Ambos"
"2008","2","Empregado e Outro Contr-Gfip","2219","Ambos"
"2008","3","Empregado e Outro Contr-Gfip","3228","Ambos"
"2008","4","Empregado e Outro Contr-Gfip","3985","Ambos"
"2008","5","Empregado e Outro Contr-Gfip","4609","Ambos"
"2008","6","Empregado e Outro Contr-Gfip","5101","Ambos"
"2008","7","Empregado e Outro Contr-Gfip","5537","Ambos"
"2008","8","Empregado e Outro Contr-Gfip","5995","Ambos"
"2008","9","Empregado e Outro Contr-Gfip","6601","Ambos"
"2008","10","Empregado e Outro Contr-Gfip","7830","Ambos"
"2008","11","Empregado e Outro Contr-Gfip","11276","Ambos"
"2008","12","Empregado e Outro Contr-Gfip","93653","Ambos"
"2008","1","Outro Contr-Gps-Gfip","213","Outros Contribuintes"
"2008","2","Outro Contr-Gps-Gfip","963","Outros Contribuintes"
"2008","3","Outro Contr-Gps-Gfip","1062","Outros Contribuintes"
"2008","4","Outro Contr-Gps-Gfip","1160","Outros Contribuintes"
"2008","5","Outro Contr-Gps-Gfip","1129","Outros Contribuintes"
"2008","6","Outro Contr-Gps-Gfip","1192","Outros Contribuintes"
"2008","7","Outro Contr-Gps-Gfip","1229","Outros Contribuintes"
"2008","8","Outro Contr-Gps-Gfip","1291","Outros Contribuintes"
"2008","9","Outro Contr-Gps-Gfip","1527","Outros Contribuintes"
"2008","10","Outro Contr-Gps-Gfip","1847","Outros Contribuintes"
"2008","11","Outro Contr-Gps-Gfip","3244","Outros Contribuintes"
"2008","12","Outro Contr-Gps-Gfip","22421","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gps-Gfip","1","Ambos"
"2008","2","Empregado e Outro Contr-Gps-Gfip","7","Ambos"
"2008","3","Empregado e Outro Contr-Gps-Gfip","44","Ambos"
"2008","4","Empregado e Outro Contr-Gps-Gfip","70","Ambos"
"2008","5","Empregado e Outro Contr-Gps-Gfip","99","Ambos"
"2008","6","Empregado e Outro Contr-Gps-Gfip","138","Ambos"
"2008","7","Empregado e Outro Contr-Gps-Gfip","172","Ambos"
"2008","8","Empregado e Outro Contr-Gps-Gfip","249","Ambos"
"2008","9","Empregado e Outro Contr-Gps-Gfip","267","Ambos"
"2008","10","Empregado e Outro Contr-Gps-Gfip","287","Ambos"
"2008","11","Empregado e Outro Contr-Gps-Gfip","552","Ambos"
"2008","12","Empregado e Outro Contr-Gps-Gfip","3089","Ambos"
"2008","1","Empregado","131912","Trabalhadores Empregados"
"2008","2","Empregado","133452","Trabalhadores Empregados"
"2008","3","Empregado","132206","Trabalhadores Empregados"
"2008","4","Empregado","129965","Trabalhadores Empregados"
"2008","5","Empregado","128025","Trabalhadores Empregados"
"2008","6","Empregado","136454","Trabalhadores Empregados"
"2008","7","Empregado","144323","Trabalhadores Empregados"
"2008","8","Empregado","139490","Trabalhadores Empregados"
"2008","9","Empregado","144225","Trabalhadores Empregados"
"2008","10","Empregado","167060","Trabalhadores Empregados"
"2008","11","Empregado","244401","Trabalhadores Empregados"
"2008","12","Empregado","2258955","Trabalhadores Empregados"
"2008","1","Outro Contr-Gps","143253","Outros Contribuintes"
"2008","2","Outro Contr-Gps","117392","Outros Contribuintes"
"2008","3","Outro Contr-Gps","110757","Outros Contribuintes"
"2008","4","Outro Contr-Gps","113948","Outros Contribuintes"
"2008","5","Outro Contr-Gps","101366","Outros Contribuintes"
"2008","6","Outro Contr-Gps","99167","Outros Contribuintes"
"2008","7","Outro Contr-Gps","94573","Outros Contribuintes"
"2008","8","Outro Contr-Gps","97046","Outros Contribuintes"
"2008","9","Outro Contr-Gps","101174","Outros Contribuintes"
"2008","10","Outro Contr-Gps","130573","Outros Contribuintes"
"2008","11","Outro Contr-Gps","256653","Outros Contribuintes"
"2008","12","Outro Contr-Gps","1440481","Outros Contribuintes"
"2008","1","Empregado e Outro Contr-Gps","31","Ambos"
"2008","2","Empregado e Outro Contr-Gps","519","Ambos"
"2008","3","Empregado e Outro Contr-Gps","635","Ambos"
"2008","4","Empregado e Outro Contr-Gps","688","Ambos"
"2008","5","Empregado e Outro Contr-Gps","765","Ambos"
"2008","6","Empregado e Outro Contr-Gps","844","Ambos"
"2008","7","Empregado e Outro Contr-Gps","774","Ambos"
"2008","8","Empregado e Outro Contr-Gps","875","Ambos"
"2008","9","Empregado e Outro Contr-Gps","772","Ambos"
"2008","10","Empregado e Outro Contr-Gps","913","Ambos"
"2008","11","Empregado e Outro Contr-Gps","1276","Ambos"
"2008","12","Empregado e Outro Contr-Gps","4786","Ambos"
